timestamp,user,src_ip,event,service,geo
2026-03-04T07:43:09Z,tkim,10.5.16.101,FAILED,sso,US-HI
2026-03-04T07:43:29Z,bthompson,10.5.37.59,SUCCESS,sso,US-HI
2026-03-04T07:43:49Z,aroberts,10.5.34.217,SUCCESS,sso,US-HI
2026-03-04T07:44:18Z,bthompson,10.5.37.59,FAILED,sshd,US-HI
2026-03-04T07:45:48Z,cwright,10.5.11.14,SUCCESS,mail,US-HI
2026-03-04T07:46:08Z,rgarcia,10.5.21.65,SUCCESS,mail,US-HI
2026-03-04T07:47:33Z,bthompson,10.5.37.59,SUCCESS,mail,US-HI
2026-03-04T07:50:50Z,mchen,10.5.36.116,SUCCESS,sso,US-HI
2026-03-04T07:53:07Z,tkim,10.5.16.101,SUCCESS,sso,US-HI
2026-03-04T07:53:36Z,dnguyen,10.5.23.133,SUCCESS,vpn,US-HI
2026-03-04T07:59:16Z,cwright,10.5.11.14,SUCCESS,fileshare,US-HI
2026-03-04T08:00:24Z,rgarcia,10.5.21.65,SUCCESS,vpn,US-HI
2026-03-04T08:04:05Z,tkim,10.5.16.101,SUCCESS,mail,US-HI
2026-03-04T08:04:33Z,rgarcia,10.5.21.65,SUCCESS,sso,US-HI
2026-03-04T08:11:02Z,jlee,10.5.20.14,SUCCESS,vpn,US-HI
2026-03-04T08:12:04Z,kpatel,10.5.31.74,SUCCESS,mail,US-HI
2026-03-04T08:12:16Z,jlee,185.199.111.42,SUCCESS,vpn,RO
2026-03-04T08:14:02Z,jlee,185.199.111.42,FAILED,sshd,RO
2026-03-04T08:15:28Z,lmartin,10.5.24.12,SUCCESS,fileshare,US-HI
2026-03-04T08:16:41Z,finance.svc,10.5.10.22,SUCCESS,fileshare,US-HI
2026-03-04T08:19:33Z,finance.svc,185.199.111.42,SUCCESS,fileshare,RO
2026-03-04T08:20:42Z,rgarcia,10.5.21.65,SUCCESS,sso,US-HI
2026-03-04T08:22:54Z,backup,10.5.10.7,SUCCESS,cron,US-HI
2026-03-04T08:31:18Z,swilliams,10.5.34.143,SUCCESS,fileshare,US-HI
2026-03-04T08:37:33Z,cwright,10.5.11.14,SUCCESS,mail,US-HI
2026-03-04T08:50:12Z,lmartin,10.5.24.12,SUCCESS,vpn,US-HI
2026-03-04T08:55:35Z,ehall,10.5.31.62,SUCCESS,sso,US-HI
2026-03-04T09:00:20Z,jlee,10.5.11.179,SUCCESS,mail,US-HI
2026-03-04T09:01:40Z,swilliams,10.5.34.143,SUCCESS,sso,US-HI
2026-03-04T09:03:52Z,tkim,10.5.16.101,SUCCESS,mail,US-HI
2026-03-04T09:04:12Z,rgarcia,10.5.21.65,FAILED,vpn,US-HI
2026-03-04T09:07:47Z,jlee,10.5.11.179,SUCCESS,vpn,US-HI
2026-03-04T09:11:05Z,kpatel,10.5.31.74,SUCCESS,sso,US-HI
2026-03-04T09:11:25Z,mchen,10.5.36.116,SUCCESS,sso,US-HI
2026-03-04T09:12:38Z,cwright,10.5.11.14,FAILED,fileshare,US-HI
2026-03-04T09:19:43Z,ehall,10.5.31.62,SUCCESS,vpn,US-HI
2026-03-04T09:21:06Z,cwright,10.5.11.14,SUCCESS,sso,US-HI
2026-03-04T09:21:35Z,aroberts,10.5.34.217,SUCCESS,sso,US-HI
2026-03-04T09:22:39Z,jlee,10.5.11.179,FAILED,mail,US-HI
2026-03-04T09:22:59Z,kpatel,10.5.31.74,SUCCESS,sso,US-HI
2026-03-04T09:23:51Z,cwright,10.5.11.14,SUCCESS,vpn,US-HI
2026-03-04T09:30:29Z,rgarcia,10.5.21.65,SUCCESS,vpn,US-HI
2026-03-04T09:30:49Z,rgarcia,10.5.21.65,SUCCESS,vpn,US-HI
2026-03-04T09:31:09Z,dnguyen,10.5.23.133,SUCCESS,fileshare,US-HI
2026-03-04T09:31:30Z,dnguyen,10.5.23.133,SUCCESS,sso,US-HI
2026-03-04T09:32:47Z,mchen,10.5.36.116,SUCCESS,mail,US-HI
2026-03-04T09:34:01Z,aroberts,10.5.34.217,SUCCESS,vpn,US-HI
2026-03-04T09:36:45Z,kpatel,10.5.31.74,SUCCESS,fileshare,US-HI
2026-03-04T09:39:09Z,rgarcia,10.5.21.65,SUCCESS,sso,US-HI
2026-03-04T09:41:14Z,ehall,10.5.31.62,SUCCESS,sso,US-HI
2026-03-04T09:44:50Z,rgarcia,10.5.21.65,SUCCESS,vpn,US-HI
2026-03-04T09:46:51Z,tkim,10.5.16.101,SUCCESS,sso,US-HI
2026-03-04T09:47:46Z,dnguyen,10.5.23.133,SUCCESS,fileshare,US-HI
2026-03-04T09:48:06Z,dnguyen,10.5.23.133,SUCCESS,sshd,US-HI
2026-03-04T09:50:12Z,mchen,10.5.36.116,SUCCESS,sso,US-HI
2026-03-04T09:54:52Z,dnguyen,10.5.23.133,SUCCESS,vpn,US-HI
2026-03-04T09:57:14Z,mchen,10.5.36.116,SUCCESS,fileshare,US-HI
2026-03-04T09:57:34Z,tkim,10.5.16.101,SUCCESS,vpn,US-HI
2026-03-04T10:04:34Z,tkim,10.5.16.101,FAILED,vpn,US-HI
2026-03-04T10:05:45Z,ehall,10.5.31.62,SUCCESS,fileshare,US-HI
2026-03-04T10:06:21Z,mchen,10.5.36.116,SUCCESS,fileshare,US-HI
2026-03-04T10:06:41Z,tkim,10.5.16.101,SUCCESS,sso,US-HI
2026-03-04T10:08:01Z,jlee,10.5.11.179,SUCCESS,vpn,US-HI
2026-03-04T10:08:45Z,ehall,10.5.31.62,SUCCESS,sso,US-HI
2026-03-04T10:12:33Z,tkim,10.5.16.101,SUCCESS,sso,US-HI
2026-03-04T10:13:06Z,bthompson,10.5.37.59,SUCCESS,fileshare,US-HI
2026-03-04T10:15:32Z,kpatel,10.5.31.74,SUCCESS,sso,US-HI
2026-03-04T10:17:11Z,lmartin,10.5.24.12,SUCCESS,fileshare,US-HI
2026-03-04T10:19:41Z,ehall,10.5.31.62,SUCCESS,mail,US-HI
2026-03-04T10:21:55Z,tkim,10.5.16.101,SUCCESS,sso,US-HI
2026-03-04T10:23:28Z,tkim,10.5.16.101,SUCCESS,mail,US-HI
2026-03-04T10:24:25Z,bthompson,10.5.37.59,SUCCESS,sso,US-HI
2026-03-04T10:24:45Z,rgarcia,10.5.21.65,SUCCESS,vpn,US-HI
2026-03-04T10:25:49Z,swilliams,10.5.34.143,SUCCESS,vpn,US-HI
2026-03-04T10:30:27Z,jlee,10.5.11.179,SUCCESS,fileshare,US-HI
2026-03-04T10:33:30Z,tkim,10.5.16.101,SUCCESS,vpn,US-HI
2026-03-04T10:34:42Z,swilliams,10.5.34.143,SUCCESS,sso,US-HI
2026-03-04T10:35:27Z,rgarcia,10.5.21.65,SUCCESS,sso,US-HI
2026-03-04T10:37:15Z,tkim,10.5.16.101,SUCCESS,sso,US-HI
2026-03-04T10:44:33Z,dnguyen,10.5.23.133,SUCCESS,sso,US-HI
2026-03-04T10:50:26Z,mchen,10.5.36.116,SUCCESS,sso,US-HI
2026-03-04T10:51:06Z,kpatel,10.5.31.74,SUCCESS,vpn,US-HI
2026-03-04T10:53:16Z,cwright,10.5.11.14,FAILED,sso,US-HI
2026-03-04T10:54:02Z,swilliams,10.5.34.143,SUCCESS,vpn,US-HI
2026-03-04T11:00:52Z,lmartin,10.5.24.12,SUCCESS,mail,US-HI
2026-03-04T11:01:12Z,lmartin,10.5.24.12,SUCCESS,sso,US-HI
2026-03-04T11:02:23Z,mchen,10.5.36.116,SUCCESS,mail,US-HI
2026-03-04T11:07:41Z,kpatel,10.5.31.74,SUCCESS,sshd,US-HI
2026-03-04T11:12:00Z,tkim,10.5.16.101,SUCCESS,fileshare,US-HI
2026-03-04T11:13:33Z,jlee,10.5.11.179,SUCCESS,vpn,US-HI
2026-03-04T11:14:49Z,dnguyen,10.5.23.133,SUCCESS,vpn,US-HI
2026-03-04T11:15:56Z,swilliams,10.5.34.143,SUCCESS,fileshare,US-HI
2026-03-04T11:24:50Z,cwright,10.5.11.14,SUCCESS,vpn,US-HI
2026-03-04T11:25:10Z,mchen,10.5.36.116,FAILED,fileshare,US-HI
2026-03-04T11:28:17Z,cwright,10.5.11.14,SUCCESS,sso,US-HI
2026-03-04T11:29:31Z,dnguyen,10.5.23.133,SUCCESS,fileshare,US-HI
2026-03-04T11:31:21Z,cwright,10.5.11.14,SUCCESS,mail,US-HI
2026-03-04T11:33:47Z,mchen,10.5.36.116,SUCCESS,sso,US-HI
2026-03-04T11:37:12Z,jlee,10.5.11.179,SUCCESS,sso,US-HI
2026-03-04T11:38:45Z,kpatel,10.5.31.74,FAILED,vpn,US-HI
2026-03-04T11:39:05Z,bthompson,10.5.37.59,SUCCESS,mail,US-HI
2026-03-04T11:42:06Z,jlee,10.5.11.179,SUCCESS,sso,US-HI
2026-03-04T11:44:05Z,tkim,10.5.16.101,SUCCESS,fileshare,US-HI
2026-03-04T11:47:45Z,tkim,10.5.16.101,SUCCESS,sso,US-HI
2026-03-04T11:48:05Z,bthompson,10.5.37.59,SUCCESS,vpn,US-HI
2026-03-04T11:48:25Z,rgarcia,10.5.21.65,SUCCESS,mail,US-HI
2026-03-04T11:53:33Z,tkim,10.5.16.101,SUCCESS,vpn,US-HI
2026-03-04T12:03:21Z,rgarcia,10.5.21.65,SUCCESS,mail,US-HI
2026-03-04T12:04:40Z,cwright,10.5.11.14,SUCCESS,vpn,US-HI
2026-03-04T12:05:36Z,aroberts,10.5.34.217,SUCCESS,vpn,US-HI
2026-03-04T12:07:39Z,jlee,10.5.11.179,SUCCESS,vpn,US-HI
2026-03-04T12:08:15Z,jlee,10.5.11.179,SUCCESS,mail,US-HI
2026-03-04T12:09:53Z,kpatel,10.5.31.74,SUCCESS,sso,US-HI
2026-03-04T12:12:27Z,ehall,10.5.31.62,SUCCESS,vpn,US-HI
2026-03-04T12:12:47Z,jlee,10.5.11.179,FAILED,mail,US-HI
2026-03-04T12:15:43Z,cwright,10.5.11.14,SUCCESS,sso,US-HI
2026-03-04T12:17:26Z,aroberts,10.5.34.217,SUCCESS,sso,US-HI
2026-03-04T12:19:26Z,aroberts,10.5.34.217,SUCCESS,sso,US-HI
2026-03-04T12:22:17Z,dnguyen,10.5.23.133,SUCCESS,sso,US-HI
2026-03-04T12:22:37Z,swilliams,10.5.34.143,SUCCESS,sso,US-HI
2026-03-04T12:26:33Z,lmartin,10.5.24.12,SUCCESS,fileshare,US-HI
2026-03-04T12:30:19Z,aroberts,10.5.34.217,SUCCESS,sso,US-HI
2026-03-04T12:33:36Z,tkim,10.5.16.101,SUCCESS,sso,US-HI
2026-03-04T12:34:23Z,tkim,10.5.16.101,SUCCESS,fileshare,US-HI
2026-03-04T12:35:58Z,rgarcia,10.5.21.65,SUCCESS,sso,US-HI
2026-03-04T12:36:18Z,dnguyen,10.5.23.133,SUCCESS,sso,US-HI
2026-03-04T12:39:30Z,tkim,10.5.16.101,SUCCESS,mail,US-HI
2026-03-04T12:43:42Z,mchen,10.5.36.116,SUCCESS,vpn,US-HI
2026-03-04T12:44:05Z,kpatel,10.5.31.74,SUCCESS,vpn,US-HI
2026-03-04T12:45:04Z,jlee,10.5.11.179,SUCCESS,mail,US-HI
2026-03-04T12:52:58Z,rgarcia,10.5.21.65,SUCCESS,fileshare,US-HI
2026-03-04T12:54:22Z,swilliams,10.5.34.143,SUCCESS,vpn,US-HI
2026-03-04T12:55:11Z,rgarcia,10.5.21.65,SUCCESS,fileshare,US-HI
2026-03-04T12:58:09Z,mchen,10.5.36.116,SUCCESS,fileshare,US-HI
2026-03-04T12:58:49Z,mchen,10.5.36.116,SUCCESS,sso,US-HI
2026-03-04T13:00:27Z,cwright,10.5.11.14,SUCCESS,sso,US-HI
2026-03-04T13:02:35Z,mchen,10.5.36.116,SUCCESS,vpn,US-HI
2026-03-04T13:03:31Z,jlee,10.5.11.179,SUCCESS,vpn,US-HI
2026-03-04T13:03:51Z,kpatel,10.5.31.74,FAILED,fileshare,US-HI
2026-03-04T13:09:32Z,ehall,10.5.31.62,SUCCESS,sso,US-HI
2026-03-04T13:10:36Z,swilliams,10.5.34.143,SUCCESS,mail,US-HI
2026-03-04T13:12:33Z,dnguyen,10.5.23.133,SUCCESS,sso,US-HI
2026-03-04T13:13:46Z,bthompson,10.5.37.59,SUCCESS,mail,US-HI
2026-03-04T13:15:05Z,mchen,10.5.36.116,SUCCESS,vpn,US-HI
2026-03-04T13:15:25Z,dnguyen,10.5.23.133,SUCCESS,fileshare,US-HI
2026-03-04T13:17:03Z,bthompson,10.5.37.59,SUCCESS,sso,US-HI
2026-03-04T13:18:27Z,jlee,10.5.11.179,SUCCESS,fileshare,US-HI
2026-03-04T13:22:03Z,bthompson,10.5.37.59,SUCCESS,mail,US-HI
2026-03-04T13:22:46Z,dnguyen,10.5.23.133,SUCCESS,sso,US-HI
2026-03-04T13:27:26Z,bthompson,10.5.37.59,SUCCESS,vpn,US-HI
2026-03-04T13:29:34Z,tkim,10.5.16.101,SUCCESS,sso,US-HI
2026-03-04T13:40:26Z,jlee,10.5.11.179,SUCCESS,vpn,US-HI
2026-03-04T13:42:25Z,dnguyen,10.5.23.133,SUCCESS,fileshare,US-HI
2026-03-04T13:42:45Z,cwright,10.5.11.14,SUCCESS,vpn,US-HI
2026-03-04T13:43:49Z,kpatel,10.5.31.74,FAILED,mail,US-HI
2026-03-04T13:44:29Z,mchen,10.5.36.116,SUCCESS,sso,US-HI
2026-03-04T13:45:44Z,kpatel,10.5.31.74,SUCCESS,sso,US-HI
2026-03-04T13:47:43Z,lmartin,10.5.24.12,SUCCESS,sso,US-HI
2026-03-04T13:48:44Z,dnguyen,10.5.23.133,FAILED,fileshare,US-HI
2026-03-04T13:53:46Z,mchen,10.5.36.116,SUCCESS,mail,US-HI
2026-03-04T13:56:09Z,ehall,10.5.31.62,SUCCESS,sso,US-HI
2026-03-04T13:57:01Z,jlee,10.5.11.179,SUCCESS,vpn,US-HI
2026-03-04T13:57:21Z,bthompson,10.5.37.59,SUCCESS,vpn,US-HI
2026-03-04T13:58:19Z,swilliams,10.5.34.143,SUCCESS,vpn,US-HI
2026-03-04T13:58:39Z,tkim,10.5.16.101,SUCCESS,vpn,US-HI
2026-03-04T14:07:29Z,tkim,10.5.16.101,SUCCESS,sso,US-HI
2026-03-04T14:11:32Z,swilliams,10.5.34.143,SUCCESS,vpn,US-HI
2026-03-04T14:12:07Z,swilliams,10.5.34.143,SUCCESS,vpn,US-HI
2026-03-04T14:18:04Z,rgarcia,10.5.21.65,SUCCESS,sso,US-HI
2026-03-04T14:25:09Z,dnguyen,10.5.23.133,SUCCESS,fileshare,US-HI
2026-03-04T14:25:53Z,rgarcia,10.5.21.65,SUCCESS,vpn,US-HI
2026-03-04T14:28:34Z,dnguyen,10.5.23.133,SUCCESS,vpn,US-HI
2026-03-04T14:28:56Z,mchen,10.5.36.116,SUCCESS,mail,US-HI
2026-03-04T14:29:16Z,swilliams,10.5.34.143,SUCCESS,sshd,US-HI
2026-03-04T14:29:36Z,jlee,10.5.11.179,FAILED,sso,US-HI
2026-03-04T14:29:56Z,mchen,10.5.36.116,SUCCESS,vpn,US-HI
2026-03-04T14:30:16Z,rgarcia,10.5.21.65,SUCCESS,sso,US-HI
2026-03-04T14:31:01Z,tkim,10.5.16.101,SUCCESS,mail,US-HI
2026-03-04T14:32:33Z,rgarcia,10.5.21.65,SUCCESS,sso,US-HI
2026-03-04T14:33:00Z,dnguyen,10.5.23.133,SUCCESS,sso,US-HI
2026-03-04T14:37:35Z,aroberts,10.5.34.217,SUCCESS,vpn,US-HI
2026-03-04T14:38:13Z,lmartin,10.5.24.12,FAILED,sshd,US-HI
2026-03-04T14:38:46Z,swilliams,10.5.34.143,SUCCESS,fileshare,US-HI
2026-03-04T14:41:09Z,rgarcia,10.5.21.65,SUCCESS,sso,US-HI
2026-03-04T14:45:44Z,jlee,10.5.11.179,SUCCESS,vpn,US-HI
2026-03-04T14:46:30Z,lmartin,10.5.24.12,SUCCESS,mail,US-HI
2026-03-04T14:48:08Z,mchen,10.5.36.116,FAILED,sso,US-HI
2026-03-04T14:51:40Z,tkim,10.5.16.101,SUCCESS,vpn,US-HI
2026-03-04T14:55:42Z,lmartin,10.5.24.12,SUCCESS,sso,US-HI
2026-03-04T14:56:33Z,ehall,10.5.31.62,SUCCESS,sso,US-HI
2026-03-04T14:59:30Z,tkim,10.5.16.101,FAILED,mail,US-HI
2026-03-04T15:03:43Z,swilliams,10.5.34.143,SUCCESS,fileshare,US-HI
2026-03-04T15:04:03Z,kpatel,10.5.31.74,SUCCESS,fileshare,US-HI
2026-03-04T15:06:03Z,cwright,10.5.11.14,SUCCESS,mail,US-HI
2026-03-04T15:09:34Z,swilliams,10.5.34.143,SUCCESS,mail,US-HI
2026-03-04T15:09:54Z,lmartin,10.5.24.12,SUCCESS,vpn,US-HI
2026-03-04T15:21:38Z,dnguyen,10.5.23.133,FAILED,fileshare,US-HI
2026-03-04T15:22:23Z,dnguyen,10.5.23.133,SUCCESS,vpn,US-HI
2026-03-04T15:25:33Z,swilliams,10.5.34.143,FAILED,fileshare,US-HI
2026-03-04T15:27:32Z,cwright,10.5.11.14,SUCCESS,mail,US-HI
2026-03-04T15:28:27Z,lmartin,10.5.24.12,SUCCESS,mail,US-HI
2026-03-04T15:29:04Z,bthompson,10.5.37.59,SUCCESS,sso,US-HI
2026-03-04T15:29:24Z,dnguyen,10.5.23.133,SUCCESS,mail,US-HI
2026-03-04T15:31:33Z,swilliams,10.5.34.143,SUCCESS,vpn,US-HI
2026-03-04T15:32:48Z,swilliams,10.5.34.143,SUCCESS,sso,US-HI
2026-03-04T15:33:08Z,aroberts,10.5.34.217,SUCCESS,vpn,US-HI
2026-03-04T15:33:28Z,cwright,10.5.11.14,SUCCESS,sso,US-HI
2026-03-04T15:35:12Z,bthompson,10.5.37.59,SUCCESS,vpn,US-HI
2026-03-04T15:37:57Z,bthompson,10.5.37.59,SUCCESS,sso,US-HI
2026-03-04T15:39:30Z,dnguyen,10.5.23.133,SUCCESS,sso,US-HI
2026-03-04T15:39:50Z,jlee,10.5.11.179,SUCCESS,vpn,US-HI
2026-03-04T15:40:10Z,bthompson,10.5.37.59,SUCCESS,fileshare,US-HI
2026-03-04T15:41:07Z,bthompson,10.5.37.59,SUCCESS,sso,US-HI
2026-03-04T15:41:27Z,bthompson,10.5.37.59,SUCCESS,mail,US-HI
2026-03-04T15:41:50Z,kpatel,10.5.31.74,SUCCESS,vpn,US-HI
2026-03-04T15:43:00Z,dnguyen,10.5.23.133,SUCCESS,vpn,US-HI
2026-03-04T15:44:53Z,aroberts,10.5.34.217,SUCCESS,sso,US-HI
2026-03-04T15:50:07Z,jlee,10.5.11.179,SUCCESS,vpn,US-HI
2026-03-04T15:51:50Z,rgarcia,10.5.21.65,SUCCESS,vpn,US-HI
2026-03-04T15:57:28Z,mchen,10.5.36.116,SUCCESS,sso,US-HI
2026-03-04T15:59:01Z,mchen,10.5.36.116,SUCCESS,fileshare,US-HI
2026-03-04T16:00:46Z,kpatel,10.5.31.74,SUCCESS,sso,US-HI
2026-03-04T16:03:43Z,jlee,10.5.11.179,FAILED,sso,US-HI
2026-03-04T16:05:41Z,rgarcia,10.5.21.65,SUCCESS,sso,US-HI
2026-03-04T16:06:01Z,rgarcia,10.5.21.65,SUCCESS,sso,US-HI
2026-03-04T16:11:31Z,tkim,10.5.16.101,SUCCESS,vpn,US-HI
2026-03-04T16:13:29Z,rgarcia,10.5.21.65,SUCCESS,sso,US-HI
2026-03-04T16:28:01Z,kpatel,10.5.31.74,FAILED,sso,US-HI
2026-03-04T16:30:15Z,dnguyen,10.5.23.133,SUCCESS,mail,US-HI
2026-03-04T16:32:04Z,mchen,10.5.36.116,SUCCESS,sso,US-HI
2026-03-04T16:34:26Z,tkim,10.5.16.101,SUCCESS,sso,US-HI
2026-03-04T16:35:53Z,dnguyen,10.5.23.133,SUCCESS,mail,US-HI
2026-03-04T16:39:22Z,ehall,10.5.31.62,FAILED,fileshare,US-HI
2026-03-04T16:41:15Z,aroberts,10.5.34.217,FAILED,vpn,US-HI
2026-03-04T16:41:57Z,dnguyen,10.5.23.133,SUCCESS,sso,US-HI
2026-03-04T16:52:09Z,rgarcia,10.5.21.65,SUCCESS,sso,US-HI
2026-03-04T16:56:57Z,rgarcia,10.5.21.65,SUCCESS,mail,US-HI
2026-03-04T17:01:16Z,aroberts,10.5.34.217,SUCCESS,sshd,US-HI
2026-03-04T17:04:36Z,ehall,10.5.31.62,SUCCESS,sso,US-HI
2026-03-04T17:08:59Z,bthompson,10.5.37.59,SUCCESS,fileshare,US-HI
2026-03-04T17:14:02Z,dnguyen,10.5.23.133,SUCCESS,fileshare,US-HI
2026-03-04T17:16:44Z,bthompson,10.5.37.59,SUCCESS,vpn,US-HI
2026-03-04T17:18:56Z,dnguyen,10.5.23.133,SUCCESS,sshd,US-HI
2026-03-04T17:24:48Z,lmartin,10.5.24.12,SUCCESS,fileshare,US-HI
2026-03-04T17:25:23Z,mchen,10.5.36.116,SUCCESS,vpn,US-HI
2026-03-04T17:28:26Z,ehall,10.5.31.62,SUCCESS,sshd,US-HI
2026-03-04T17:30:57Z,rgarcia,10.5.21.65,SUCCESS,sshd,US-HI
2026-03-04T17:31:22Z,aroberts,10.5.34.217,FAILED,fileshare,US-HI
2026-03-04T17:34:18Z,kpatel,10.5.31.74,SUCCESS,sso,US-HI
2026-03-04T17:35:01Z,lmartin,10.5.24.12,SUCCESS,fileshare,US-HI
2026-03-04T17:35:26Z,dnguyen,10.5.23.133,SUCCESS,fileshare,US-HI
2026-03-04T17:37:13Z,bthompson,10.5.37.59,SUCCESS,sso,US-HI
2026-03-04T17:37:33Z,aroberts,10.5.34.217,SUCCESS,vpn,US-HI
2026-03-04T17:38:06Z,cwright,10.5.11.14,SUCCESS,fileshare,US-HI
2026-03-04T17:38:39Z,dnguyen,10.5.23.133,SUCCESS,sso,US-HI
2026-03-04T17:39:10Z,swilliams,10.5.34.143,SUCCESS,vpn,US-HI
2026-03-04T17:40:42Z,mchen,10.5.36.116,SUCCESS,fileshare,US-HI
2026-03-04T17:41:02Z,aroberts,10.5.34.217,SUCCESS,vpn,US-HI
2026-03-04T17:42:51Z,mchen,10.5.36.116,SUCCESS,mail,US-HI
2026-03-04T17:44:42Z,jlee,10.5.11.179,SUCCESS,vpn,US-HI
