timestamp,user,src_ip,event,service,geo
2026-04-19T08:06:52Z,t.walker,10.5.23.60,SUCCESS,fileshare,US-HI
2026-04-19T08:07:22Z,m.iverson,10.5.15.124,SUCCESS,sso,US-HI
2026-04-19T08:10:40Z,n.oyelaran,10.5.17.8,SUCCESS,backup_server,US-HI
2026-04-19T08:17:05Z,h.novak,10.5.21.28,SUCCESS,ad,US-HI
2026-04-19T08:21:07Z,j.dutta,10.5.33.174,SUCCESS,vpn,US-HI
2026-04-19T08:23:16Z,h.novak,10.5.21.28,SUCCESS,sso,US-HI
2026-04-19T08:26:06Z,t.walker,10.5.23.60,SUCCESS,ad,US-HI
2026-04-19T08:27:52Z,n.oyelaran,10.5.17.8,SUCCESS,fileshare,US-HI
2026-04-19T08:28:22Z,s.okafor,10.5.32.12,SUCCESS,sso,US-HI
2026-04-19T08:36:05Z,c.bergman,10.5.16.67,SUCCESS,fileshare,US-HI
2026-04-19T08:41:51Z,n.oyelaran,10.5.17.8,SUCCESS,fileshare,US-HI
2026-04-19T08:43:17Z,c.bergman,10.5.16.67,SUCCESS,vpn,US-HI
2026-04-19T08:45:22Z,h.novak,10.5.21.28,SUCCESS,fileshare,US-HI
2026-04-19T08:45:52Z,j.dutta,10.5.33.174,SUCCESS,sso,US-HI
2026-04-19T08:49:31Z,h.novak,10.5.21.28,SUCCESS,sso,US-HI
2026-04-19T08:50:58Z,n.oyelaran,10.5.17.8,SUCCESS,fileshare,US-HI
2026-04-19T08:53:41Z,p.ramirez,10.5.39.102,FAILED,sso,US-HI
2026-04-19T08:58:10Z,t.walker,10.5.23.60,SUCCESS,sso,US-HI
2026-04-19T09:03:36Z,m.iverson,10.5.15.124,SUCCESS,sso,US-HI
2026-04-19T09:07:14Z,j.dutta,10.5.33.174,SUCCESS,sso,US-HI
2026-04-19T09:11:06Z,c.bergman,10.5.16.67,SUCCESS,sso,US-HI
2026-04-19T09:17:09Z,t.walker,10.5.23.60,SUCCESS,fileshare,US-HI
2026-04-19T09:22:33Z,t.walker,10.5.23.60,SUCCESS,sso,US-HI
2026-04-19T09:23:03Z,m.iverson,10.5.15.124,SUCCESS,sso,US-HI
2026-04-19T09:23:40Z,s.okafor,10.5.32.12,SUCCESS,backup_server,US-HI
2026-04-19T09:24:10Z,m.iverson,10.5.15.124,SUCCESS,sso,US-HI
2026-04-19T09:25:58Z,c.bergman,10.5.16.67,SUCCESS,vpn,US-HI
2026-04-19T09:29:30Z,h.novak,10.5.21.28,SUCCESS,sso,US-HI
2026-04-19T09:30:00Z,p.ramirez,10.5.39.102,SUCCESS,domain_admin_console,US-HI
2026-04-19T09:30:57Z,t.walker,10.5.23.60,SUCCESS,vpn,US-HI
2026-04-19T09:35:12Z,h.novak,10.5.21.28,SUCCESS,sso,US-HI
2026-04-19T09:37:13Z,j.dutta,10.5.33.174,SUCCESS,vpn,US-HI
2026-04-19T09:37:52Z,p.ramirez,10.5.39.102,FAILED,backup_server,US-HI
2026-04-19T09:46:57Z,h.novak,10.5.21.28,SUCCESS,sso,US-HI
2026-04-19T09:51:10Z,t.walker,10.5.23.60,SUCCESS,vpn,US-HI
2026-04-19T09:57:14Z,n.oyelaran,10.5.17.8,SUCCESS,fileshare,US-HI
2026-04-19T09:59:07Z,t.walker,10.5.23.60,SUCCESS,fileshare,US-HI
2026-04-19T10:04:32Z,t.walker,10.5.23.60,SUCCESS,vpn,US-HI
2026-04-19T10:05:39Z,m.iverson,10.5.15.124,SUCCESS,domain_admin_console,US-HI
2026-04-19T10:06:27Z,t.walker,10.5.23.60,SUCCESS,sso,US-HI
2026-04-19T10:06:57Z,h.novak,10.5.21.28,SUCCESS,sso,US-HI
2026-04-19T10:07:59Z,c.bergman,10.5.16.67,SUCCESS,sso,US-HI
2026-04-19T10:08:29Z,t.walker,10.5.23.60,SUCCESS,ad,US-HI
2026-04-19T10:18:39Z,j.dutta,10.5.33.174,SUCCESS,vpn,US-HI
2026-04-19T10:19:09Z,c.bergman,10.5.16.67,SUCCESS,vpn,US-HI
2026-04-19T10:20:54Z,c.bergman,10.5.16.67,SUCCESS,sso,US-HI
2026-04-19T10:22:50Z,s.okafor,10.5.32.12,SUCCESS,sso,US-HI
2026-04-19T10:28:09Z,h.novak,10.5.21.28,SUCCESS,fileshare,US-HI
2026-04-19T10:29:33Z,n.oyelaran,10.5.17.8,SUCCESS,fileshare,US-HI
2026-04-19T10:30:03Z,n.oyelaran,10.5.17.8,SUCCESS,sso,US-HI
2026-04-19T10:31:51Z,s.okafor,10.5.32.12,SUCCESS,sso,US-HI
2026-04-19T10:32:21Z,s.okafor,10.5.32.12,SUCCESS,sso,US-HI
2026-04-19T10:32:51Z,h.novak,10.5.21.28,SUCCESS,domain_admin_console,US-HI
2026-04-19T10:36:01Z,j.dutta,10.5.33.174,SUCCESS,fileshare,US-HI
2026-04-19T10:41:51Z,p.ramirez,10.5.39.102,SUCCESS,vpn,US-HI
2026-04-19T10:47:37Z,h.novak,10.5.21.28,FAILED,vpn,US-HI
2026-04-19T10:48:37Z,c.bergman,10.5.16.67,SUCCESS,fileshare,US-HI
2026-04-19T10:51:03Z,p.ramirez,10.5.39.102,SUCCESS,domain_admin_console,US-HI
2026-04-19T10:54:27Z,m.iverson,10.5.15.124,SUCCESS,vpn,US-HI
2026-04-19T10:57:15Z,s.okafor,10.5.32.12,SUCCESS,sso,US-HI
2026-04-19T10:57:45Z,j.dutta,10.5.33.174,SUCCESS,sso,US-HI
2026-04-19T10:59:37Z,j.dutta,10.5.33.174,SUCCESS,sso,US-HI
2026-04-19T11:00:07Z,t.walker,10.5.23.60,SUCCESS,sso,US-HI
2026-04-19T11:10:06Z,c.bergman,10.5.16.67,SUCCESS,backup_server,US-HI
2026-04-19T11:20:01Z,n.oyelaran,10.5.17.8,SUCCESS,sso,US-HI
2026-04-19T11:21:30Z,m.iverson,10.5.15.124,SUCCESS,vpn,US-HI
2026-04-19T11:22:00Z,j.dutta,10.5.33.174,SUCCESS,sso,US-HI
2026-04-19T11:23:15Z,t.walker,10.5.23.60,SUCCESS,ad,US-HI
2026-04-19T11:31:31Z,p.ramirez,10.5.39.102,SUCCESS,sso,US-HI
2026-04-19T11:35:51Z,n.oyelaran,10.5.17.8,SUCCESS,sso,US-HI
2026-04-19T11:41:58Z,j.dutta,10.5.33.174,SUCCESS,fileshare,US-HI
2026-04-19T11:42:55Z,j.dutta,10.5.33.174,SUCCESS,sso,US-HI
2026-04-19T11:48:13Z,s.okafor,10.5.32.12,SUCCESS,vpn,US-HI
2026-04-19T12:03:25Z,m.iverson,10.5.15.124,SUCCESS,sso,US-HI
2026-04-19T12:04:47Z,n.oyelaran,10.5.17.8,SUCCESS,sso,US-HI
2026-04-19T12:07:49Z,s.okafor,10.5.32.12,SUCCESS,fileshare,US-HI
2026-04-19T12:11:03Z,s.okafor,10.5.32.12,SUCCESS,sso,US-HI
2026-04-19T12:12:55Z,m.iverson,10.5.15.124,SUCCESS,fileshare,US-HI
2026-04-19T12:13:25Z,j.dutta,10.5.33.174,SUCCESS,sso,US-HI
2026-04-19T12:15:16Z,s.okafor,10.5.32.12,SUCCESS,domain_admin_console,US-HI
2026-04-19T12:15:50Z,m.iverson,10.5.15.124,SUCCESS,vpn,US-HI
2026-04-19T12:17:26Z,t.walker,10.5.23.60,SUCCESS,domain_admin_console,US-HI
2026-04-19T12:29:17Z,n.oyelaran,10.5.17.8,SUCCESS,sso,US-HI
2026-04-19T12:33:27Z,m.iverson,10.5.15.124,SUCCESS,sso,US-HI
2026-04-19T12:33:57Z,p.ramirez,10.5.39.102,SUCCESS,backup_server,US-HI
2026-04-19T12:36:01Z,j.dutta,10.5.33.174,SUCCESS,ad,US-HI
2026-04-19T12:37:32Z,h.novak,10.5.21.28,SUCCESS,sso,US-HI
2026-04-19T12:45:57Z,n.oyelaran,10.5.17.8,SUCCESS,sso,US-HI
2026-04-19T12:48:10Z,j.dutta,10.5.33.174,SUCCESS,backup_server,US-HI
2026-04-19T12:53:45Z,s.okafor,10.5.32.12,SUCCESS,sso,US-HI
2026-04-19T12:59:31Z,t.walker,10.5.23.60,SUCCESS,sso,US-HI
2026-04-19T13:09:44Z,c.bergman,10.5.16.67,SUCCESS,sso,US-HI
2026-04-19T13:10:58Z,h.novak,10.5.21.28,SUCCESS,ad,US-HI
2026-04-19T13:15:28Z,t.walker,10.5.23.60,SUCCESS,sso,US-HI
2026-04-19T13:15:58Z,c.bergman,10.5.16.67,SUCCESS,sso,US-HI
2026-04-19T13:19:03Z,h.novak,10.5.21.28,SUCCESS,ad,US-HI
2026-04-19T13:20:05Z,t.walker,10.5.23.60,SUCCESS,sso,US-HI
2026-04-19T13:20:35Z,m.iverson,10.5.15.124,SUCCESS,sso,US-HI
2026-04-19T13:21:05Z,h.novak,10.5.21.28,SUCCESS,vpn,US-HI
2026-04-19T13:23:05Z,h.novak,10.5.21.28,FAILED,fileshare,US-HI
2026-04-19T13:23:35Z,s.okafor,10.5.32.12,SUCCESS,fileshare,US-HI
2026-04-19T13:24:47Z,t.walker,10.5.23.60,SUCCESS,domain_admin_console,US-HI
2026-04-19T13:25:17Z,p.ramirez,10.5.39.102,SUCCESS,sso,US-HI
2026-04-19T13:25:47Z,p.ramirez,10.5.39.102,SUCCESS,sso,US-HI
2026-04-19T13:33:48Z,h.novak,10.5.21.28,SUCCESS,sso,US-HI
2026-04-19T13:34:38Z,j.dutta,10.5.33.174,FAILED,sso,US-HI
2026-04-19T13:40:09Z,n.oyelaran,10.5.17.8,SUCCESS,vpn,US-HI
2026-04-19T13:40:39Z,c.bergman,10.5.16.67,SUCCESS,vpn,US-HI
2026-04-19T13:43:16Z,j.dutta,10.5.33.174,SUCCESS,domain_admin_console,US-HI
2026-04-19T13:44:56Z,s.okafor,10.5.32.12,SUCCESS,vpn,US-HI
2026-04-19T13:45:26Z,h.novak,10.5.21.28,SUCCESS,vpn,US-HI
2026-04-19T13:45:56Z,j.dutta,10.5.33.174,SUCCESS,backup_server,US-HI
2026-04-19T13:49:35Z,p.ramirez,10.5.39.102,FAILED,fileshare,US-HI
2026-04-19T13:53:37Z,p.ramirez,10.5.39.102,SUCCESS,sso,US-HI
2026-04-19T13:54:07Z,m.iverson,10.5.15.124,SUCCESS,fileshare,US-HI
2026-04-19T13:59:01Z,p.ramirez,10.5.39.102,SUCCESS,vpn,US-HI
2026-04-19T14:04:50Z,m.iverson,10.5.15.124,SUCCESS,sso,US-HI
2026-04-19T14:05:35Z,p.ramirez,10.5.39.102,SUCCESS,vpn,US-HI
2026-04-19T14:08:31Z,m.iverson,10.5.15.124,SUCCESS,sso,US-HI
2026-04-19T14:14:32Z,t.walker,10.5.23.60,FAILED,vpn,US-HI
2026-04-19T14:15:34Z,s.okafor,10.5.32.12,SUCCESS,sso,US-HI
2026-04-19T14:17:33Z,c.bergman,10.5.16.67,SUCCESS,sso,US-HI
2026-04-19T14:24:31Z,h.novak,10.5.21.28,SUCCESS,ad,US-HI
2026-04-19T14:25:59Z,s.okafor,10.5.32.12,SUCCESS,fileshare,US-HI
2026-04-19T14:26:49Z,n.oyelaran,10.5.17.8,SUCCESS,vpn,US-HI
2026-04-19T14:34:25Z,c.bergman,10.5.16.67,SUCCESS,ad,US-HI
2026-04-19T14:40:35Z,m.iverson,10.5.15.124,SUCCESS,vpn,US-HI
2026-04-19T14:41:05Z,p.ramirez,10.5.39.102,SUCCESS,ad,US-HI
2026-04-19T14:42:15Z,h.novak,10.5.21.28,SUCCESS,domain_admin_console,US-HI
2026-04-19T14:43:18Z,h.novak,10.5.21.28,SUCCESS,backup_server,US-HI
2026-04-19T14:45:44Z,m.iverson,10.5.15.124,SUCCESS,sso,US-HI
2026-04-19T14:47:28Z,h.novak,10.5.21.28,SUCCESS,ad,US-HI
2026-04-19T14:48:59Z,p.ramirez,10.5.39.102,FAILED,sso,US-HI
2026-04-19T14:52:16Z,t.walker,10.5.23.60,SUCCESS,sso,US-HI
2026-04-19T14:57:19Z,p.ramirez,10.5.39.102,SUCCESS,fileshare,US-HI
2026-04-19T14:57:49Z,h.novak,10.5.21.28,SUCCESS,vpn,US-HI
2026-04-19T14:58:19Z,t.walker,10.5.23.60,SUCCESS,sso,US-HI
2026-04-19T14:59:53Z,p.ramirez,10.5.39.102,SUCCESS,sso,US-HI
2026-04-19T15:03:24Z,t.walker,10.5.23.60,SUCCESS,sso,US-HI
2026-04-19T15:04:55Z,p.ramirez,10.5.39.102,SUCCESS,vpn,US-HI
2026-04-19T15:10:03Z,h.novak,10.5.21.28,FAILED,vpn,US-HI
2026-04-19T15:10:34Z,c.bergman,10.5.16.67,SUCCESS,ad,US-HI
2026-04-19T15:13:48Z,p.ramirez,10.5.39.102,SUCCESS,domain_admin_console,US-HI
2026-04-19T15:14:44Z,s.okafor,10.5.32.12,SUCCESS,sso,US-HI
2026-04-19T15:15:14Z,t.walker,10.5.23.60,SUCCESS,sso,US-HI
2026-04-19T15:15:44Z,j.dutta,10.5.33.174,SUCCESS,fileshare,US-HI
2026-04-19T15:18:41Z,s.okafor,10.5.32.12,SUCCESS,fileshare,US-HI
2026-04-19T15:23:12Z,p.ramirez,10.5.39.102,SUCCESS,sso,US-HI
2026-04-19T15:24:10Z,j.dutta,10.5.33.174,SUCCESS,sso,US-HI
2026-04-19T15:24:49Z,t.walker,10.5.23.60,SUCCESS,sso,US-HI
2026-04-19T15:36:53Z,s.okafor,10.5.32.12,SUCCESS,sso,US-HI
2026-04-19T15:39:09Z,h.novak,10.5.21.28,SUCCESS,sso,US-HI
2026-04-19T15:46:26Z,t.walker,10.5.23.60,SUCCESS,sso,US-HI
2026-04-19T15:50:14Z,h.novak,10.5.21.28,SUCCESS,sso,US-HI
2026-04-19T15:53:15Z,n.oyelaran,10.5.17.8,FAILED,domain_admin_console,US-HI
2026-04-19T15:55:01Z,p.ramirez,10.5.39.102,SUCCESS,vpn,US-HI
2026-04-19T15:57:23Z,m.iverson,10.5.15.124,SUCCESS,backup_server,US-HI
2026-04-19T15:58:40Z,j.dutta,10.5.33.174,FAILED,vpn,US-HI
2026-04-19T15:59:33Z,h.novak,10.5.21.28,SUCCESS,sso,US-HI
2026-04-19T16:02:14Z,s.okafor,10.5.32.12,SUCCESS,backup_server,US-HI
2026-04-19T16:03:15Z,p.ramirez,10.5.39.102,SUCCESS,fileshare,US-HI
2026-04-19T16:06:08Z,n.oyelaran,10.5.17.8,SUCCESS,backup_server,US-HI
2026-04-19T16:07:21Z,j.dutta,10.5.33.174,SUCCESS,vpn,US-HI
2026-04-19T16:07:51Z,c.bergman,10.5.16.67,SUCCESS,vpn,US-HI
2026-04-19T16:08:36Z,t.walker,10.5.23.60,FAILED,sso,US-HI
2026-04-19T16:09:32Z,t.walker,10.5.23.60,SUCCESS,fileshare,US-HI
2026-04-19T16:10:02Z,s.okafor,10.5.32.12,SUCCESS,domain_admin_console,US-HI
2026-04-19T16:10:32Z,t.walker,10.5.23.60,SUCCESS,sso,US-HI
2026-04-19T16:12:54Z,t.walker,10.5.23.60,SUCCESS,vpn,US-HI
2026-04-19T16:18:14Z,n.oyelaran,10.5.17.8,SUCCESS,ad,US-HI
2026-04-19T16:18:44Z,p.ramirez,10.5.39.102,FAILED,backup_server,US-HI
2026-04-19T16:22:08Z,h.novak,10.5.21.28,SUCCESS,domain_admin_console,US-HI
2026-04-19T16:31:12Z,p.ramirez,10.5.39.102,SUCCESS,backup_server,US-HI
2026-04-19T16:34:00Z,j.dutta,10.5.33.174,SUCCESS,backup_server,US-HI
2026-04-19T16:34:55Z,h.novak,10.5.21.28,SUCCESS,sso,US-HI
2026-04-19T16:42:21Z,n.oyelaran,10.5.17.8,SUCCESS,vpn,US-HI
2026-04-19T16:44:22Z,p.ramirez,10.5.39.102,SUCCESS,sso,US-HI
2026-04-19T16:46:08Z,h.novak,10.5.21.28,SUCCESS,vpn,US-HI
2026-04-19T16:46:39Z,t.walker,10.5.23.60,SUCCESS,backup_server,US-HI
2026-04-19T16:47:27Z,j.dutta,10.5.33.174,SUCCESS,backup_server,US-HI
2026-04-19T16:50:53Z,c.bergman,10.5.16.67,SUCCESS,sso,US-HI
2026-04-19T16:51:23Z,s.okafor,10.5.32.12,SUCCESS,sso,US-HI
2026-04-19T17:04:22Z,m.iverson,10.5.15.124,SUCCESS,fileshare,US-HI
2026-04-19T17:04:59Z,j.dutta,10.5.33.174,FAILED,backup_server,US-HI
2026-04-19T17:11:27Z,h.novak,10.5.21.28,SUCCESS,vpn,US-HI
2026-04-19T17:14:49Z,j.dutta,10.5.33.174,SUCCESS,vpn,US-HI
2026-04-19T17:22:43Z,h.novak,10.5.21.28,SUCCESS,vpn,US-HI
2026-04-19T17:24:10Z,p.ramirez,10.5.39.102,SUCCESS,fileshare,US-HI
2026-04-19T17:28:18Z,n.oyelaran,10.5.17.8,SUCCESS,fileshare,US-HI
2026-04-19T17:31:41Z,t.walker,10.5.23.60,SUCCESS,vpn,US-HI
2026-04-19T17:37:03Z,j.dutta,10.5.33.174,SUCCESS,fileshare,US-HI
2026-04-19T17:39:29Z,c.bergman,10.5.16.67,SUCCESS,backup_server,US-HI
2026-04-19T17:41:13Z,h.novak,10.5.21.28,SUCCESS,vpn,US-HI
2026-04-19T17:41:44Z,p.ramirez,10.5.39.102,SUCCESS,domain_admin_console,US-HI
2026-04-19T17:43:17Z,m.iverson,10.5.15.124,SUCCESS,fileshare,US-HI
2026-04-19T17:46:22Z,c.bergman,10.5.16.67,SUCCESS,fileshare,US-HI
2026-04-19T17:48:33Z,p.ramirez,10.5.39.102,SUCCESS,sso,US-HI
2026-04-19T17:54:46Z,m.iverson,10.5.15.124,SUCCESS,sso,US-HI
2026-04-19T17:56:48Z,t.walker,10.5.23.60,SUCCESS,sso,US-HI
2026-04-19T17:57:18Z,c.bergman,10.5.16.67,SUCCESS,sso,US-HI
2026-04-19T18:00:53Z,m.iverson,10.5.15.124,SUCCESS,sso,US-HI
2026-04-19T18:02:17Z,s.okafor,10.5.32.12,SUCCESS,sso,US-HI
2026-04-19T18:02:47Z,h.novak,10.5.21.28,SUCCESS,sso,US-HI
2026-04-19T18:05:55Z,s.okafor,10.5.32.12,FAILED,sso,US-HI
2026-04-19T18:06:43Z,m.iverson,10.5.15.124,SUCCESS,ad,US-HI
2026-04-19T18:08:16Z,s.okafor,10.5.32.12,SUCCESS,fileshare,US-HI
2026-04-19T18:14:06Z,m.iverson,10.5.15.124,SUCCESS,sso,US-HI
2026-04-19T18:17:16Z,n.oyelaran,10.5.17.8,SUCCESS,vpn,US-HI
2026-04-19T18:17:46Z,h.novak,10.5.21.28,SUCCESS,sso,US-HI
2026-04-19T18:22:05Z,c.bergman,10.5.16.67,SUCCESS,sso,US-HI
2026-04-19T18:25:51Z,p.ramirez,10.5.39.102,SUCCESS,backup_server,US-HI
2026-04-19T18:29:24Z,j.dutta,10.5.33.174,SUCCESS,sso,US-HI
2026-04-19T18:34:35Z,n.oyelaran,10.5.17.8,SUCCESS,domain_admin_console,US-HI
2026-04-19T18:35:05Z,j.dutta,10.5.33.174,SUCCESS,sso,US-HI
2026-04-19T18:35:52Z,h.novak,10.5.21.28,SUCCESS,fileshare,US-HI
2026-04-19T23:41:02Z,t.walker,203.0.113.88,SUCCESS,vpn,US-HI
2026-04-19T23:44:15Z,t.walker,10.5.20.14,SUCCESS,domain_admin_console,US-HI
2026-04-19T23:46:03Z,svc-backup-temp,10.5.20.14,CREATE_ACCOUNT,ad,US-HI
2026-04-19T23:47:40Z,svc-backup-temp,10.5.10.7,SUCCESS,backup_server,US-HI
2026-04-19T23:51:22Z,svc-backup-temp,10.5.10.7,DELETE_JOB,backup_server,US-HI
2026-04-20T00:02:10Z,t.walker,203.0.113.88,SUCCESS,vpn,US-HI
2026-04-20T00:05:00Z,t.walker,10.5.20.14,LOGOFF,domain_admin_console,US-HI
